Procedure Code Category,ICD-10 CODES,Procedure Code Descriptions
THOR,0BWT4JZ,"Revision of Synthetic Substitute in Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BWT4KZ,"Revision of Nonautologous Tissue Substitute in Diaphragm, Percutaneous Endoscopic Approach"
THOR,0W190J9,"Bypass Right Pleural Cavity to Right Pleural Cavity with Synthetic Substitute, Open Approach"
THOR,0W190JB,"Bypass Right Pleural Cavity to Left Pleural Cavity with Synthetic Substitute, Open Approach"
THOR,0W190JJ,"Bypass Right Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Open Approach"
THOR,0W194J9,"Bypass Right Pleural Cavity to Right Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W194JB,"Bypass Right Pleural Cavity to Left Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W194JJ,"Bypass Right Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W1B0J9,"Bypass Left Pleural Cavity to Right Pleural Cavity with Synthetic Substitute, Open Approach"
THOR,0W1B0JB,"Bypass Left Pleural Cavity to Left Pleural Cavity with Synthetic Substitute, Open Approach"
THOR,0W1B0JJ,"Bypass Left Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Open Approach"
THOR,0W1B4J9,"Bypass Left Pleural Cavity to Right Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W1B4JB,"Bypass Left Pleural Cavity to Left Pleural Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W1B4JJ,"Bypass Left Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0W390ZZ,"Control Bleeding in Right Pleural Cavity, Open Approach"
THOR,0W3B0ZZ,"Control Bleeding in Left Pleural Cavity, Open Approach"
THOR,0W3D0ZZ,"Control Bleeding in Pericardial Cavity, Open Approach"
THOR,0W3Q0ZZ,"Control Bleeding in Respiratory Tract, Open Approach"
THOR,0W9800Z,"Drainage of Chest Wall with Drainage Device, Open Approach"
THOR,0W980ZZ,"Drainage of Chest Wall, Open Approach"
THOR,0W9840Z,"Drainage of Chest Wall with Drainage Device, Percutaneous Endoscopic Approach"
THOR,0W984ZZ,"Drainage of Chest Wall, Percutaneous Endoscopic Approach"
THOR,0W9C00Z,"Drainage of Mediastinum with Drainage Device, Open Approach"
THOR,0W9C0ZX,"Drainage of Mediastinum, Open Approach, Diagnostic"
THOR,0W9C0ZZ,"Drainage of Mediastinum, Open Approach"
THOR,0W9C40Z,"Drainage of Mediastinum with Drainage Device, Percutaneous Endoscopic Approach"
THOR,0W9C4ZZ,"Drainage of Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WB80ZZ,"Excision of Chest Wall, Open Approach"
THOR,0WB84ZZ,"Excision of Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WB8XZZ,"Excision of Chest Wall, External Approach"
THOR,0WBC0ZX,"Excision of Mediastinum, Open Approach, Diagnostic"
THOR,0WBC0ZZ,"Excision of Mediastinum, Open Approach"
THOR,0WBC4ZZ,"Excision of Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WCC0ZZ,"Extirpation of Matter from Mediastinum, Open Approach"
THOR,0WCC4ZZ,"Extirpation of Matter from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WF90ZZ,"Fragmentation in Right Pleural Cavity, Open Approach"
THOR,0WF94ZZ,"Fragmentation in Right Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,0WFB0ZZ,"Fragmentation in Left Pleural Cavity, Open Approach"
THOR,0WFB4ZZ,"Fragmentation in Left Pleural Cavity, Percutaneous Endoscopic Approach"
THOR,0WFC0ZZ,"Fragmentation in Mediastinum, Open Approach"
THOR,0WFC4ZZ,"Fragmentation in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WFQ0ZZ,"Fragmentation in Respiratory Tract, Open Approach"
THOR,0WFQ4ZZ,"Fragmentation in Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WH80YZ,"Insertion of Other Device into Chest Wall, Open Approach"
THOR,0WH84YZ,"Insertion of Other Device into Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WHC0YZ,"Insertion of Other Device into Mediastinum, Open Approach"
THOR,0WHC4YZ,"Insertion of Other Device into Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WHQ43Z,"Insertion of Infusion Device into Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WHQ4YZ,"Insertion of Other Device into Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WJ90ZZ,"Inspection of Right Pleural Cavity, Open Approach"
THOR,0WJB0ZZ,"Inspection of Left Pleural Cavity, Open Approach"
THOR,0WJC0ZZ,"Inspection of Mediastinum, Open Approach"
THOR,0WJQ0ZZ,"Inspection of Respiratory Tract, Open Approach"
THOR,0WP800Z,"Removal of Drainage Device from Chest Wall, Open Approach"
THOR,0WP801Z,"Removal of Radioactive Element from Chest Wall, Open Approach"
THOR,0WP807Z,"Removal of Autologous Tissue Substitute from Chest Wall, Open Approach"
THOR,0WP80JZ,"Removal of Synthetic Substitute from Chest Wall, Open Approach"
THOR,0WP80KZ,"Removal of Nonautologous Tissue Substitute from Chest Wall, Open Approach"
THOR,0WP80YZ,"Removal of Other Device from Chest Wall, Open Approach"
THOR,0WP840Z,"Removal of Drainage Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP841Z,"Removal of Radioactive Element from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP843Z,"Removal of Infusion Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP847Z,"Removal of Autologous Tissue Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP84JZ,"Removal of Synthetic Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP84KZ,"Removal of Nonautologous Tissue Substitute from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WP84YZ,"Removal of Other Device from Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WPC00Z,"Removal of Drainage Device from Mediastinum, Open Approach"
THOR,0WPC01Z,"Removal of Radioactive Element from Mediastinum, Open Approach"
THOR,0WPC07Z,"Removal of Autologous Tissue Substitute from Mediastinum, Open Approach"
THOR,0WPC0JZ,"Removal of Synthetic Substitute from Mediastinum, Open Approach"
THOR,0WPC0KZ,"Removal of Nonautologous Tissue Substitute from Mediastinum, Open Approach"
THOR,0WPC0YZ,"Removal of Other Device from Mediastinum, Open Approach"
THOR,0WPC40Z,"Removal of Drainage Device from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPC41Z,"Removal of Radioactive Element from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPC47Z,"Removal of Autologous Tissue Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPC4JZ,"Removal of Synthetic Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPC4KZ,"Removal of Nonautologous Tissue Substitute from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPC4YZ,"Removal of Other Device from Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WPQ41Z,"Removal of Radioactive Element from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WPQ43Z,"Removal of Infusion Device from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WPQ4YZ,"Removal of Other Device from Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WQ80ZZ,"Repair Chest Wall, Open Approach"
THOR,0WQ84ZZ,"Repair Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WQ8XZZ,"Repair Chest Wall, External Approach"
THOR,0WQC0ZZ,"Repair Mediastinum, Open Approach"
THOR,0WQC4ZZ,"Repair Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WU807Z,"Supplement Chest Wall with Autologous Tissue Substitute, Open Approach"
THOR,0WU80JZ,"Supplement Chest Wall with Synthetic Substitute, Open Approach"
THOR,0WU80KZ,"Supplement Chest Wall with Nonautologous Tissue Substitute, Open Approach"
THOR,0WU847Z,"Supplement Chest Wall with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0WU84JZ,"Supplement Chest Wall with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0WU84KZ,"Supplement Chest Wall with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0WUC07Z,"Supplement Mediastinum with Autologous Tissue Substitute, Open Approach"
THOR,0WUC0JZ,"Supplement Mediastinum with Synthetic Substitute, Open Approach"
THOR,0WUC0KZ,"Supplement Mediastinum with Nonautologous Tissue Substitute, Open Approach"
THOR,0WUC47Z,"Supplement Mediastinum with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0WUC4JZ,"Supplement Mediastinum with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0WUC4KZ,"Supplement Mediastinum with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0WW800Z,"Revision of Drainage Device in Chest Wall, Open Approach"
THOR,0WW801Z,"Revision of Radioactive Element in Chest Wall, Open Approach"
THOR,0WW807Z,"Revision of Autologous Tissue Substitute in Chest Wall, Open Approach"
THOR,0WW80JZ,"Revision of Synthetic Substitute in Chest Wall, Open Approach"
THOR,0WW80KZ,"Revision of Nonautologous Tissue Substitute in Chest Wall, Open Approach"
THOR,0WW80YZ,"Revision of Other Device in Chest Wall, Open Approach"
THOR,0WW840Z,"Revision of Drainage Device in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WW841Z,"Revision of Radioactive Element in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WW847Z,"Revision of Autologous Tissue Substitute in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WW84JZ,"Revision of Synthetic Substitute in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WW84KZ,"Revision of Nonautologous Tissue Substitute in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WW84YZ,"Revision of Other Device in Chest Wall, Percutaneous Endoscopic Approach"
THOR,0WWC00Z,"Revision of Drainage Device in Mediastinum, Open Approach"
THOR,0WWC01Z,"Revision of Radioactive Element in Mediastinum, Open Approach"
THOR,0WWC07Z,"Revision of Autologous Tissue Substitute in Mediastinum, Open Approach"
THOR,0WWC0JZ,"Revision of Synthetic Substitute in Mediastinum, Open Approach"
THOR,0WWC0KZ,"Revision of Nonautologous Tissue Substitute in Mediastinum, Open Approach"
THOR,0WWC0YZ,"Revision of Other Device in Mediastinum, Open Approach"
THOR,0WWC40Z,"Revision of Drainage Device in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWC41Z,"Revision of Radioactive Element in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWC47Z,"Revision of Autologous Tissue Substitute in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWC4JZ,"Revision of Synthetic Substitute in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWC4KZ,"Revision of Nonautologous Tissue Substitute in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWC4YZ,"Revision of Other Device in Mediastinum, Percutaneous Endoscopic Approach"
THOR,0WWQ41Z,"Revision of Radioactive Element in Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WWQ43Z,"Revision of Infusion Device in Respiratory Tract, Percutaneous Endoscopic Approach"
THOR,0WWQ4YZ,"Revision of Other Device in Respiratory Tract, Percutaneous Endoscopic Approach"
THYR,0G5G0ZZ,"Destruction of Left Thyroid Gland Lobe, Open Approach"
THYR,0G5G4ZZ,"Destruction of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0G5H0ZZ,"Destruction of Right Thyroid Gland Lobe, Open Approach"
THYR,0G5H4ZZ,"Destruction of Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0G5K0ZZ,"Destruction of Thyroid Gland, Open Approach"
THYR,0G5K4ZZ,"Destruction of Thyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G5L0ZZ,"Destruction of Right Superior Parathyroid Gland, Open Approach"
THYR,0G5L4ZZ,"Destruction of Right Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G5M0ZZ,"Destruction of Left Superior Parathyroid Gland, Open Approach"
THYR,0G5M4ZZ,"Destruction of Left Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G5N0ZZ,"Destruction of Right Inferior Parathyroid Gland, Open Approach"
THYR,0G5N4ZZ,"Destruction of Right Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G5P0ZZ,"Destruction of Left Inferior Parathyroid Gland, Open Approach"
THYR,0G5P4ZZ,"Destruction of Left Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G5Q0ZZ,"Destruction of Multiple Parathyroid Glands, Open Approach"
THYR,0G5Q4ZZ,"Destruction of Multiple Parathyroid Glands, Percutaneous Endoscopic Approach"
THYR,0G5R0ZZ,"Destruction of Parathyroid Gland, Open Approach"
THYR,0G5R4ZZ,"Destruction of Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0G8J0ZZ,"Division of Thyroid Gland Isthmus, Open Approach"
THYR,0G8J4ZZ,"Division of Thyroid Gland Isthmus, Percutaneous Endoscopic Approach"
THYR,0G9G00Z,"Drainage of Left Thyroid Gland Lobe with Drainage Device, Open Approach"
THYR,0G9G0ZX,"Drainage of Left Thyroid Gland Lobe, Open Approach, Diagnostic"
THYR,0G9G0ZZ,"Drainage of Left Thyroid Gland Lobe, Open Approach"
THYR,0G9H00Z,"Drainage of Right Thyroid Gland Lobe with Drainage Device, Open Approach"
THYR,0G9H0ZX,"Drainage of Right Thyroid Gland Lobe, Open Approach, Diagnostic"
THYR,0G9H0ZZ,"Drainage of Right Thyroid Gland Lobe, Open Approach"
THYR,0G9K00Z,"Drainage of Thyroid Gland with Drainage Device, Open Approach"
THYR,0G9K0ZX,"Drainage of Thyroid Gland, Open Approach, Diagnostic"
THYR,0G9K0ZZ,"Drainage of Thyroid Gland, Open Approach"
THYR,0G9L00Z,"Drainage of Right Superior Parathyroid Gland with Drainage Device, Open Approach"
THYR,0G9L0ZZ,"Drainage of Right Superior Parathyroid Gland, Open Approach"
THYR,0G9L40Z,"Drainage of Right Superior Parathyroid Gland with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0G9M00Z,"Drainage of Left Superior Parathyroid Gland with Drainage Device, Open Approach"
THYR,0G9M0ZZ,"Drainage of Left Superior Parathyroid Gland, Open Approach"
THYR,0G9M40Z,"Drainage of Left Superior Parathyroid Gland with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0G9N00Z,"Drainage of Right Inferior Parathyroid Gland with Drainage Device, Open Approach"
THYR,0G9N0ZZ,"Drainage of Right Inferior Parathyroid Gland, Open Approach"
THYR,0G9N40Z,"Drainage of Right Inferior Parathyroid Gland with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0G9P00Z,"Drainage of Left Inferior Parathyroid Gland with Drainage Device, Open Approach"
THYR,0G9P0ZZ,"Drainage of Left Inferior Parathyroid Gland, Open Approach"
THYR,0G9P40Z,"Drainage of Left Inferior Parathyroid Gland with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0G9Q00Z,"Drainage of Multiple Parathyroid Glands with Drainage Device, Open Approach"
THYR,0G9Q0ZZ,"Drainage of Multiple Parathyroid Glands, Open Approach"
THYR,0G9Q40Z,"Drainage of Multiple Parathyroid Glands with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0G9R00Z,"Drainage of Parathyroid Gland with Drainage Device, Open Approach"
THYR,0G9R0ZZ,"Drainage of Parathyroid Gland, Open Approach"
THYR,0G9R40Z,"Drainage of Parathyroid Gland with Drainage Device, Percutaneous Endoscopic Approach"
THYR,0GBG0ZX,"Excision of Left Thyroid Gland Lobe, Open Approach, Diagnostic"
THYR,0GBG0ZZ,"Excision of Matter from Left Thyroid Gland Lobe, Open Approach"
THYR,0GBG4ZZ,"Excision of Matter from Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GBH0ZX,"Excision of Right Thyroid Gland Lobe, Open Approach, Diagnostic"
THYR,0GBH0ZZ,"Excision of Matter from Right Thyroid Gland Lobe, Open Approach"
THYR,0GBH4ZZ,"Excision of Matter from Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GBL0ZZ,"Excision of Right Superior Parathyroid Gland, Open Approach"
THYR,0GBL4ZZ,"Excision of Right Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GBM0ZZ,"Excision of Left Superior Parathyroid Gland, Open Approach"
THYR,0GBM4ZZ,"Excision of Left Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GBN0ZZ,"Excision of Right Inferior Parathyroid Gland, Open Approach"
THYR,0GBN4ZZ,"Excision of Right Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GBP0ZZ,"Excision of Left Inferior Parathyroid Gland, Open Approach"
THYR,0GBP4ZZ,"Excision of Left Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GBQ0ZZ,"Excision of Multiple Parathyroid Glands, Open Approach"
THYR,0GBQ4ZZ,"Excision of Multiple Parathyroid Glands, Percutaneous Endoscopic Approach"
THYR,0GBR0ZZ,"Excision of Parathyroid Gland, Open Approach"
THYR,0GBR4ZZ,"Excision of Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCG0ZZ,"Extirpation of Matter from Left Thyroid Gland Lobe, Open Approach"
THYR,0GCG4ZZ,"Extirpation of Matter from Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GCH0ZZ,"Extirpation of Matter from Right Thyroid Gland Lobe, Open Approach"
THYR,0GCH4ZZ,"Extirpation of Matter from Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GCK0ZZ,"Extirpation of Matter from Thyroid Gland, Open Approach"
THYR,0GCK4ZZ,"Extirpation of Matter from Thyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCL0ZZ,"Extirpation of Matter from Right Superior Parathyroid Gland, Open Approach"
THYR,0GCL4ZZ,"Extirpation of Matter from Right Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCM0ZZ,"Extirpation of Matter from Left Superior Parathyroid Gland, Open Approach"
THYR,0GCM4ZZ,"Extirpation of Matter from Left Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCN0ZZ,"Extirpation of Matter from Right Inferior Parathyroid Gland, Open Approach"
THYR,0GCN4ZZ,"Extirpation of Matter from Right Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCP0ZZ,"Extirpation of Matter from Left Inferior Parathyroid Gland, Open Approach"
THYR,0GCP4ZZ,"Extirpation of Matter from Left Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GCQ0ZZ,"Extirpation of Matter from Multiple Parathyroid Glands, Open Approach"
THYR,0GCQ4ZZ,"Extirpation of Matter from Multiple Parathyroid Glands, Percutaneous Endoscopic Approach"
THYR,0GCR0ZZ,"Extirpation of Matter from Parathyroid Gland, Open Approach"
THYR,0GCR4ZZ,"Extirpation of Matter from Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GJK0ZZ,"Inspection of Thyroid Gland, Open Approach"
THYR,0GJR0ZZ,"Inspection of Parathyroid Gland, Open Approach"
THYR,0GJR4ZZ,"Inspection of Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GMG0ZZ,"Reattachment of Left Thyroid Gland Lobe, Open Approach"
THYR,0GMG4ZZ,"Reattachment of Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GMH0ZZ,"Reattachment of Right Thyroid Gland Lobe, Open Approach"
THYR,0GMH4ZZ,"Reattachment of Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GML0ZZ,"Reattachment of Right Superior Parathyroid Gland, Open Approach"
THYR,0GML4ZZ,"Reattachment of Right Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GMM0ZZ,"Reattachment of Left Superior Parathyroid Gland, Open Approach"
THYR,0GMM4ZZ,"Reattachment of Left Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GMN0ZZ,"Reattachment of Right Inferior Parathyroid Gland, Open Approach"
THYR,0GMN4ZZ,"Reattachment of Right Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GMP0ZZ,"Reattachment of Left Inferior Parathyroid Gland, Open Approach"
THYR,0GMP4ZZ,"Reattachment of Left Inferior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GMQ0ZZ,"Reattachment of Multiple Parathyroid Glands, Open Approach"
THYR,0GMQ4ZZ,"Reattachment of Multiple Parathyroid Glands, Percutaneous Endoscopic Approach"
THYR,0GMR0ZZ,"Reattachment of Parathyroid Gland, Open Approach"
THYR,0GMR4ZZ,"Reattachment of Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GNG0ZZ,"Release Left Thyroid Gland Lobe, Open Approach"
THYR,0GNG4ZZ,"Release Left Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GNH0ZZ,"Release Right Thyroid Gland Lobe, Open Approach"
THYR,0GNH4ZZ,"Release Right Thyroid Gland Lobe, Percutaneous Endoscopic Approach"
THYR,0GNK0ZZ,"Release Thyroid Gland, Open Approach"
THYR,0GNK4ZZ,"Release Thyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GNL0ZZ,"Release Right Superior Parathyroid Gland, Open Approach"
THYR,0GNL4ZZ,"Release Right Superior Parathyroid Gland, Percutaneous Endoscopic Approach"
THYR,0GNM0ZZ,"Release Left Superior Parathyroid Gland, Open Approach"
